Year,data.Geography,data.Sex,data.Age group,Value
2019,data.Saskatchewan,data.Females,data.15 to 24 years,0.19
2020,data.Saskatchewan,data.Females,data.15 to 24 years,0.25
2015,data.Saskatchewan,data.Females,data.25 years and over,0.19
2016,data.Saskatchewan,data.Females,data.25 years and over,0.2
2017,data.Saskatchewan,data.Females,data.25 years and over,0.24
2018,data.Saskatchewan,data.Females,data.25 years and over,0.23
2019,data.Saskatchewan,data.Females,data.25 years and over,0.22
2020,data.Saskatchewan,data.Females,data.25 years and over,0.22
2015,data.Saskatchewan,data.Females,data.25 to 44 years,0.23
2016,data.Saskatchewan,data.Females,data.25 to 44 years,0.23
2017,data.Saskatchewan,data.Females,data.25 to 44 years,0.28
2018,data.Saskatchewan,data.Females,data.25 to 44 years,0.28
2019,data.Saskatchewan,data.Females,data.25 to 44 years,0.26
2020,data.Saskatchewan,data.Females,data.25 to 44 years,0.26
2015,data.Saskatchewan,data.Females,data.45 years and over,
2016,data.Saskatchewan,data.Females,data.45 years and over,0.17
2017,data.Saskatchewan,data.Females,data.45 years and over,0.19
2018,data.Saskatchewan,data.Females,data.45 years and over,0.19
2019,data.Saskatchewan,data.Females,data.45 years and over,0.18
2020,data.Saskatchewan,data.Females,data.45 years and over,
2015,data.Saskatchewan,data.Females,data.25 to 54 years,0.23
2016,data.Saskatchewan,data.Females,data.25 to 54 years,0.24
2017,data.Saskatchewan,data.Females,data.25 to 54 years,0.28
2018,data.Saskatchewan,data.Females,data.25 to 54 years,0.28
2019,data.Saskatchewan,data.Females,data.25 to 54 years,0.26
2020,data.Saskatchewan,data.Females,data.25 to 54 years,0.26
2015,data.Saskatchewan,data.Females,data.55 years and over,
2016,data.Saskatchewan,data.Females,data.55 years and over,
2017,data.Saskatchewan,data.Females,data.55 years and over,
2018,data.Saskatchewan,data.Females,data.55 years and over,
2019,data.Saskatchewan,data.Females,data.55 years and over,
2020,data.Saskatchewan,data.Females,data.55 years and over,
2015,data.Saskatchewan,data.Females,data.55 to 64 years,
2016,data.Saskatchewan,data.Females,data.55 to 64 years,
2017,data.Saskatchewan,data.Females,data.55 to 64 years,
2018,data.Saskatchewan,data.Females,data.55 to 64 years,
2019,data.Saskatchewan,data.Females,data.55 to 64 years,
2020,data.Saskatchewan,data.Females,data.55 to 64 years,
2015,data.Saskatchewan,data.Females,data.65 years and over,
2016,data.Saskatchewan,data.Females,data.65 years and over,
2017,data.Saskatchewan,data.Females,data.65 years and over,
2018,data.Saskatchewan,data.Females,data.65 years and over,
2019,data.Saskatchewan,data.Females,data.65 years and over,
2020,data.Saskatchewan,data.Females,data.65 years and over,
2015,data.Alberta,data.Both sexes,data.15 years and over,0.2
2016,data.Alberta,data.Both sexes,data.15 years and over,0.27
2017,data.Alberta,data.Both sexes,data.15 years and over,0.26
2018,data.Alberta,data.Both sexes,data.15 years and over,0.25
2019,data.Alberta,data.Both sexes,data.15 years and over,0.23
2020,data.Alberta,data.Both sexes,data.15 years and over,0.28
2015,data.Alberta,data.Both sexes,data.15 to 24 years,0.18
2016,data.Alberta,data.Both sexes,data.15 to 24 years,0.2
2017,data.Alberta,data.Both sexes,data.15 to 24 years,0.22
2018,data.Alberta,data.Both sexes,data.15 to 24 years,0.23
2019,data.Alberta,data.Both sexes,data.15 to 24 years,0.2
2020,data.Alberta,data.Both sexes,data.15 to 24 years,0.23
2015,data.Alberta,data.Both sexes,data.25 years and over,0.21
2016,data.Alberta,data.Both sexes,data.25 years and over,0.3
2017,data.Alberta,data.Both sexes,data.25 years and over,0.28
2018,data.Alberta,data.Both sexes,data.25 years and over,0.26
2019,data.Alberta,data.Both sexes,data.25 years and over,0.24
2020,data.Alberta,data.Both sexes,data.25 years and over,0.3
2015,data.Alberta,data.Both sexes,data.25 to 44 years,0.25
2016,data.Alberta,data.Both sexes,data.25 to 44 years,0.33
2017,data.Alberta,data.Both sexes,data.25 to 44 years,0.31
2018,data.Alberta,data.Both sexes,data.25 to 44 years,0.29
2019,data.Alberta,data.Both sexes,data.25 to 44 years,0.27
2020,data.Alberta,data.Both sexes,data.25 to 44 years,0.32
2015,data.Alberta,data.Both sexes,data.45 years and over,0.19
2016,data.Alberta,data.Both sexes,data.45 years and over,0.27
2017,data.Alberta,data.Both sexes,data.45 years and over,0.26
2018,data.Alberta,data.Both sexes,data.45 years and over,0.23
2019,data.Alberta,data.Both sexes,data.45 years and over,0.22
2020,data.Alberta,data.Both sexes,data.45 years and over,0.27
2015,data.Alberta,data.Both sexes,data.25 to 54 years,0.25
2016,data.Alberta,data.Both sexes,data.25 to 54 years,0.34
2017,data.Alberta,data.Both sexes,data.25 to 54 years,0.33
2018,data.Alberta,data.Both sexes,data.25 to 54 years,0.31
2019,data.Alberta,data.Both sexes,data.25 to 54 years,0.27
2020,data.Alberta,data.Both sexes,data.25 to 54 years,0.33
2015,data.Alberta,data.Both sexes,data.55 years and over,
2016,data.Alberta,data.Both sexes,data.55 years and over,0.22
2017,data.Alberta,data.Both sexes,data.55 years and over,0.2
2018,data.Alberta,data.Both sexes,data.55 years and over,0.17
2019,data.Alberta,data.Both sexes,data.55 years and over,0.18
2020,data.Alberta,data.Both sexes,data.55 years and over,
2015,data.Alberta,data.Both sexes,data.55 to 64 years,
2016,data.Alberta,data.Both sexes,data.55 to 64 years,
2017,data.Alberta,data.Both sexes,data.55 to 64 years,0.26
2018,data.Alberta,data.Both sexes,data.55 to 64 years,
2019,data.Alberta,data.Both sexes,data.55 to 64 years,0.24
2020,data.Alberta,data.Both sexes,data.55 to 64 years,
2015,data.Alberta,data.Both sexes,data.65 years and over,
2016,data.Alberta,data.Both sexes,data.65 years and over,
2017,data.Alberta,data.Both sexes,data.65 years and over,
2018,data.Alberta,data.Both sexes,data.65 years and over,
2019,data.Alberta,data.Both sexes,data.65 years and over,
2020,data.Alberta,data.Both sexes,data.65 years and over,
2015,data.Alberta,data.Males,data.15 years and over,0.25
2016,data.Alberta,data.Males,data.15 years and over,0.34
2017,data.Alberta,data.Males,data.15 years and over,0.31
2018,data.Alberta,data.Males,data.15 years and over,0.29
2019,data.Alberta,data.Males,data.15 years and over,0.28
2020,data.Alberta,data.Males,data.15 years and over,0.32
2015,data.Alberta,data.Males,data.15 to 24 years,
2016,data.Alberta,data.Males,data.15 to 24 years,0.22
2017,data.Alberta,data.Males,data.15 to 24 years,
2018,data.Alberta,data.Males,data.15 to 24 years,
2019,data.Alberta,data.Males,data.15 to 24 years,0.22
2020,data.Alberta,data.Males,data.15 to 24 years,0.22
2015,data.Alberta,data.Males,data.25 years and over,
2016,data.Alberta,data.Males,data.25 years and over,0.42
2017,data.Alberta,data.Males,data.25 years and over,0.37
2018,data.Alberta,data.Males,data.25 years and over,0.33
2019,data.Alberta,data.Males,data.25 years and over,0.32
2020,data.Alberta,data.Males,data.25 years and over,0.38
2015,data.Alberta,data.Males,data.25 to 44 years,
2016,data.Alberta,data.Males,data.25 to 44 years,
2017,data.Alberta,data.Males,data.25 to 44 years,
2018,data.Alberta,data.Males,data.25 to 44 years,
2019,data.Alberta,data.Males,data.25 to 44 years,
2020,data.Alberta,data.Males,data.25 to 44 years,0.46
2015,data.Alberta,data.Males,data.45 years and over,
2016,data.Alberta,data.Males,data.45 years and over,
2017,data.Alberta,data.Males,data.45 years and over,
2018,data.Alberta,data.Males,data.45 years and over,
2019,data.Alberta,data.Males,data.45 years and over,
2020,data.Alberta,data.Males,data.45 years and over,
2015,data.Alberta,data.Males,data.25 to 54 years,
2016,data.Alberta,data.Males,data.25 to 54 years,0.56
2017,data.Alberta,data.Males,data.25 to 54 years,
2018,data.Alberta,data.Males,data.25 to 54 years,0.45
2019,data.Alberta,data.Males,data.25 to 54 years,
2020,data.Alberta,data.Males,data.25 to 54 years,0.47
2015,data.Alberta,data.Males,data.55 years and over,
2016,data.Alberta,data.Males,data.55 years and over,
2017,data.Alberta,data.Males,data.55 years and over,
2018,data.Alberta,data.Males,data.55 years and over,
2019,data.Alberta,data.Males,data.55 years and over,
2020,data.Alberta,data.Males,data.55 years and over,
2015,data.Alberta,data.Males,data.55 to 64 years,
2016,data.Alberta,data.Males,data.55 to 64 years,
2017,data.Alberta,data.Males,data.55 to 64 years,
2018,data.Alberta,data.Males,data.55 to 64 years,
2019,data.Alberta,data.Males,data.55 to 64 years,
2020,data.Alberta,data.Males,data.55 to 64 years,
2015,data.Alberta,data.Males,data.65 years and over,
2016,data.Alberta,data.Males,data.65 years and over,
2017,data.Alberta,data.Males,data.65 years and over,
2018,data.Alberta,data.Males,data.65 years and over,
2019,data.Alberta,data.Males,data.65 years and over,
2020,data.Alberta,data.Males,data.65 years and over,
2015,data.Alberta,data.Females,data.15 years and over,0.18
2016,data.Alberta,data.Females,data.15 years and over,0.23
2017,data.Alberta,data.Females,data.15 years and over,0.24
2018,data.Alberta,data.Females,data.15 years and over,0.23
2019,data.Alberta,data.Females,data.15 years and over,0.21
2020,data.Alberta,data.Females,data.15 years and over,0.26
2015,data.Alberta,data.Females,data.15 to 24 years,0.17
2016,data.Alberta,data.Females,data.15 to 24 years,0.18
2017,data.Alberta,data.Females,data.15 to 24 years,0.22
2018,data.Alberta,data.Females,data.15 to 24 years,0.22
2019,data.Alberta,data.Females,data.15 to 24 years,0.19
2020,data.Alberta,data.Females,data.15 to 24 years,0.24
2015,data.Alberta,data.Females,data.25 years and over,0.19
2016,data.Alberta,data.Females,data.25 years and over,0.25
2017,data.Alberta,data.Females,data.25 years and over,0.25
2018,data.Alberta,data.Females,data.25 years and over,0.23
2019,data.Alberta,data.Females,data.25 years and over,0.21
2020,data.Alberta,data.Females,data.25 years and over,0.27
2015,data.Alberta,data.Females,data.25 to 44 years,0.21
2016,data.Alberta,data.Females,data.25 to 44 years,0.27
2017,data.Alberta,data.Females,data.25 to 44 years,0.26
2018,data.Alberta,data.Females,data.25 to 44 years,0.25
2019,data.Alberta,data.Females,data.25 to 44 years,0.23
2020,data.Alberta,data.Females,data.25 to 44 years,0.28
2015,data.Alberta,data.Females,data.45 years and over,
2016,data.Alberta,data.Females,data.45 years and over,0.23
2017,data.Alberta,data.Females,data.45 years and over,0.24
2018,data.Alberta,data.Females,data.45 years and over,0.21
2019,data.Alberta,data.Females,data.45 years and over,0.2
2020,data.Alberta,data.Females,data.45 years and over,0.25
2015,data.Alberta,data.Females,data.25 to 54 years,0.21
2016,data.Alberta,data.Females,data.25 to 54 years,0.28
2017,data.Alberta,data.Females,data.25 to 54 years,0.27
2018,data.Alberta,data.Females,data.25 to 54 years,0.26
2019,data.Alberta,data.Females,data.25 to 54 years,0.24
2020,data.Alberta,data.Females,data.25 to 54 years,0.28
2015,data.Alberta,data.Females,data.55 years and over,
2016,data.Alberta,data.Females,data.55 years and over,
2017,data.Alberta,data.Females,data.55 years and over,
2018,data.Alberta,data.Females,data.55 years and over,
2019,data.Alberta,data.Females,data.55 years and over,
2020,data.Alberta,data.Females,data.55 years and over,
2015,data.Alberta,data.Females,data.55 to 64 years,
2016,data.Alberta,data.Females,data.55 to 64 years,
2017,data.Alberta,data.Females,data.55 to 64 years,
2018,data.Alberta,data.Females,data.55 to 64 years,
2019,data.Alberta,data.Females,data.55 to 64 years,
2020,data.Alberta,data.Females,data.55 to 64 years,
2015,data.Alberta,data.Females,data.65 years and over,
2016,data.Alberta,data.Females,data.65 years and over,
2017,data.Alberta,data.Females,data.65 years and over,
2018,data.Alberta,data.Females,data.65 years and over,
2019,data.Alberta,data.Females,data.65 years and over,
2020,data.Alberta,data.Females,data.65 years and over,
2015,data.British Columbia,data.Both sexes,data.15 years and over,0.24
2016,data.British Columbia,data.Both sexes,data.15 years and over,0.22
2017,data.British Columbia,data.Both sexes,data.15 years and over,0.21
2018,data.British Columbia,data.Both sexes,data.15 years and over,0.18
2019,data.British Columbia,data.Both sexes,data.15 years and over,0.16
2020,data.British Columbia,data.Both sexes,data.15 years and over,0.21
2015,data.British Columbia,data.Both sexes,data.15 to 24 years,0.21
2016,data.British Columbia,data.Both sexes,data.15 to 24 years,0.17
2017,data.British Columbia,data.Both sexes,data.15 to 24 years,0.17
2018,data.British Columbia,data.Both sexes,data.15 to 24 years,0.12
2019,data.British Columbia,data.Both sexes,data.15 to 24 years,0.13
2020,data.British Columbia,data.Both sexes,data.15 to 24 years,0.17
2015,data.British Columbia,data.Both sexes,data.25 years and over,0.26
2016,data.British Columbia,data.Both sexes,data.25 years and over,0.24
2017,data.British Columbia,data.Both sexes,data.25 years and over,0.22
2018,data.British Columbia,data.Both sexes,data.25 years and over,0.2
2019,data.British Columbia,data.Both sexes,data.25 years and over,0.18
2020,data.British Columbia,data.Both sexes,data.25 years and over,0.23
2015,data.British Columbia,data.Both sexes,data.25 to 44 years,0.29
2016,data.British Columbia,data.Both sexes,data.25 to 44 years,0.26
2017,data.British Columbia,data.Both sexes,data.25 to 44 years,0.27
2018,data.British Columbia,data.Both sexes,data.25 to 44 years,0.24
2019,data.British Columbia,data.Both sexes,data.25 to 44 years,0.2
2020,data.British Columbia,data.Both sexes,data.25 to 44 years,0.25
2015,data.British Columbia,data.Both sexes,data.45 years and over,0.24
2016,data.British Columbia,data.Both sexes,data.45 years and over,0.22
2017,data.British Columbia,data.Both sexes,data.45 years and over,0.19
2018,data.British Columbia,data.Both sexes,data.45 years and over,0.17
2019,data.British Columbia,data.Both sexes,data.45 years and over,0.16
2020,data.British Columbia,data.Both sexes,data.45 years and over,0.21
2015,data.British Columbia,data.Both sexes,data.25 to 54 years,0.31
2016,data.British Columbia,data.Both sexes,data.25 to 54 years,0.28
2017,data.British Columbia,data.Both sexes,data.25 to 54 years,0.27
2018,data.British Columbia,data.Both sexes,data.25 to 54 years,0.24
2019,data.British Columbia,data.Both sexes,data.25 to 54 years,0.21
2020,data.British Columbia,data.Both sexes,data.25 to 54 years,0.27
2015,data.British Columbia,data.Both sexes,data.55 years and over,0.16
2016,data.British Columbia,data.Both sexes,data.55 years and over,0.17
2017,data.British Columbia,data.Both sexes,data.55 years and over,0.15
2018,data.British Columbia,data.Both sexes,data.55 years and over,0.13
2019,data.British Columbia,data.Both sexes,data.55 years and over,0.12
2020,data.British Columbia,data.Both sexes,data.55 years and over,0.17
2015,data.British Columbia,data.Both sexes,data.55 to 64 years,
2016,data.British Columbia,data.Both sexes,data.55 to 64 years,0.22
2017,data.British Columbia,data.Both sexes,data.55 to 64 years,0.19
2018,data.British Columbia,data.Both sexes,data.55 to 64 years,0.17
2019,data.British Columbia,data.Both sexes,data.55 to 64 years,
2020,data.British Columbia,data.Both sexes,data.55 to 64 years,
2015,data.British Columbia,data.Both sexes,data.65 years and over,
2016,data.British Columbia,data.Both sexes,data.65 years and over,
2017,data.British Columbia,data.Both sexes,data.65 years and over,
2018,data.British Columbia,data.Both sexes,data.65 years and over,
2019,data.British Columbia,data.Both sexes,data.65 years and over,
2020,data.British Columbia,data.Both sexes,data.65 years and over,
2015,data.British Columbia,data.Males,data.15 years and over,0.28
2016,data.British Columbia,data.Males,data.15 years and over,0.25
2017,data.British Columbia,data.Males,data.15 years and over,0.24
2018,data.British Columbia,data.Males,data.15 years and over,0.21
2019,data.British Columbia,data.Males,data.15 years and over,0.19
2020,data.British Columbia,data.Males,data.15 years and over,0.27
2015,data.British Columbia,data.Males,data.15 to 24 years,0.2
2016,data.British Columbia,data.Males,data.15 to 24 years,
2017,data.British Columbia,data.Males,data.15 to 24 years,
2018,data.British Columbia,data.Males,data.15 to 24 years,
2019,data.British Columbia,data.Males,data.15 to 24 years,
2020,data.British Columbia,data.Males,data.15 to 24 years,
2015,data.British Columbia,data.Males,data.25 years and over,0.34
2016,data.British Columbia,data.Males,data.25 years and over,0.3
2017,data.British Columbia,data.Males,data.25 years and over,0.29
2018,data.British Columbia,data.Males,data.25 years and over,0.27
2019,data.British Columbia,data.Males,data.25 years and over,0.23
2020,data.British Columbia,data.Males,data.25 years and over,0.32
2015,data.British Columbia,data.Males,data.25 to 44 years,
2016,data.British Columbia,data.Males,data.25 to 44 years,
2017,data.British Columbia,data.Males,data.25 to 44 years,0.39
2018,data.British Columbia,data.Males,data.25 to 44 years,
2019,data.British Columbia,data.Males,data.25 to 44 years,
2020,data.British Columbia,data.Males,data.25 to 44 years,
2015,data.British Columbia,data.Males,data.45 years and over,
2016,data.British Columbia,data.Males,data.45 years and over,0.26
2017,data.British Columbia,data.Males,data.45 years and over,0.23
2018,data.British Columbia,data.Males,data.45 years and over,0.21
2019,data.British Columbia,data.Males,data.45 years and over,0.2
2020,data.British Columbia,data.Males,data.45 years and over,
2015,data.British Columbia,data.Males,data.25 to 54 years,0.47
2016,data.British Columbia,data.Males,data.25 to 54 years,0.39
2017,data.British Columbia,data.Males,data.25 to 54 years,0.39
2018,data.British Columbia,data.Males,data.25 to 54 years,0.37
2019,data.British Columbia,data.Males,data.25 to 54 years,0.31
2020,data.British Columbia,data.Males,data.25 to 54 years,0.43
2015,data.British Columbia,data.Males,data.55 years and over,
2016,data.British Columbia,data.Males,data.55 years and over,
2017,data.British Columbia,data.Males,data.55 years and over,
2018,data.British Columbia,data.Males,data.55 years and over,
2019,data.British Columbia,data.Males,data.55 years and over,
2020,data.British Columbia,data.Males,data.55 years and over,
2015,data.British Columbia,data.Males,data.55 to 64 years,
2016,data.British Columbia,data.Males,data.55 to 64 years,
2017,data.British Columbia,data.Males,data.55 to 64 years,
2018,data.British Columbia,data.Males,data.55 to 64 years,
2019,data.British Columbia,data.Males,data.55 to 64 years,
2020,data.British Columbia,data.Males,data.55 to 64 years,
2015,data.British Columbia,data.Males,data.65 years and over,
2016,data.British Columbia,data.Males,data.65 years and over,
2017,data.British Columbia,data.Males,data.65 years and over,
2018,data.British Columbia,data.Males,data.65 years and over,
2019,data.British Columbia,data.Males,data.65 years and over,
2020,data.British Columbia,data.Males,data.65 years and over,
2015,data.British Columbia,data.Females,data.15 years and over,0.22
2016,data.British Columbia,data.Females,data.15 years and over,0.2
2017,data.British Columbia,data.Females,data.15 years and over,0.19
2018,data.British Columbia,data.Females,data.15 years and over,0.16
2019,data.British Columbia,data.Females,data.15 years and over,0.15
2020,data.British Columbia,data.Females,data.15 years and over,0.18
2015,data.British Columbia,data.Females,data.15 to 24 years,0.21
2016,data.British Columbia,data.Females,data.15 to 24 years,0.17
2017,data.British Columbia,data.Females,data.15 to 24 years,0.17
2018,data.British Columbia,data.Females,data.15 to 24 years,0.12
2019,data.British Columbia,data.Females,data.15 to 24 years,0.13
2020,data.British Columbia,data.Females,data.15 to 24 years,0.18
2015,data.British Columbia,data.Females,data.25 years and over,0.23
2016,data.British Columbia,data.Females,data.25 years and over,0.21
2017,data.British Columbia,data.Females,data.25 years and over,0.2
2018,data.British Columbia,data.Females,data.25 years and over,0.17
2019,data.British Columbia,data.Females,data.25 years and over,0.15
2020,data.British Columbia,data.Females,data.25 years and over,0.18
2015,data.British Columbia,data.Females,data.25 to 44 years,0.23
2016,data.British Columbia,data.Females,data.25 to 44 years,0.22
2017,data.British Columbia,data.Females,data.25 to 44 years,0.23
2018,data.British Columbia,data.Females,data.25 to 44 years,0.2
2019,data.British Columbia,data.Females,data.25 to 44 years,0.17
2020,data.British Columbia,data.Females,data.25 to 44 years,0.2
2015,data.British Columbia,data.Females,data.45 years and over,0.22
2016,data.British Columbia,data.Females,data.45 years and over,0.2
2017,data.British Columbia,data.Females,data.45 years and over,0.17
2018,data.British Columbia,data.Females,data.45 years and over,0.15
2019,data.British Columbia,data.Females,data.45 years and over,0.14
2020,data.British Columbia,data.Females,data.45 years and over,0.17
2015,data.British Columbia,data.Females,data.25 to 54 years,0.26
2016,data.British Columbia,data.Females,data.25 to 54 years,0.24
2017,data.British Columbia,data.Females,data.25 to 54 years,0.23
2018,data.British Columbia,data.Females,data.25 to 54 years,0.2
2019,data.British Columbia,data.Females,data.25 to 54 years,0.18
2020,data.British Columbia,data.Females,data.25 to 54 years,0.21
2015,data.British Columbia,data.Females,data.55 years and over,
2016,data.British Columbia,data.Females,data.55 years and over,
2017,data.British Columbia,data.Females,data.55 years and over,
2018,data.British Columbia,data.Females,data.55 years and over,
2019,data.British Columbia,data.Females,data.55 years and over,
2020,data.British Columbia,data.Females,data.55 years and over,
2015,data.British Columbia,data.Females,data.55 to 64 years,
2016,data.British Columbia,data.Females,data.55 to 64 years,
2017,data.British Columbia,data.Females,data.55 to 64 years,
2018,data.British Columbia,data.Females,data.55 to 64 years,
2019,data.British Columbia,data.Females,data.55 to 64 years,
2020,data.British Columbia,data.Females,data.55 to 64 years,
2015,data.British Columbia,data.Females,data.65 years and over,
2016,data.British Columbia,data.Females,data.65 years and over,
2017,data.British Columbia,data.Females,data.65 years and over,
2018,data.British Columbia,data.Females,data.65 years and over,
2019,data.British Columbia,data.Females,data.65 years and over,
2020,data.British Columbia,data.Females,data.65 years and over,
