Year,Geography,data.Offences,data.Age of accused,data.Sex of accused,Value
2016/2017,Northwest Territories,data.Total offences,35 to 44 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total offences,35 to 44 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total offences,35 to 44 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total offences,35 to 44 years,Males,59.0
2015/2016,Northwest Territories,data.Total offences,35 to 44 years,Males,0.0
2016/2017,Northwest Territories,data.Total offences,35 to 44 years,Males,0.0
2017/2018,Northwest Territories,data.Total offences,35 to 44 years,Males,0.0
2018/2019,Northwest Territories,data.Total offences,35 to 44 years,Males,0.0
2014/2015,Northwest Territories,data.Total offences,35 to 44 years,Females,22.0
2015/2016,Northwest Territories,data.Total offences,35 to 44 years,Females,0.0
2016/2017,Northwest Territories,data.Total offences,35 to 44 years,Females,0.0
2017/2018,Northwest Territories,data.Total offences,35 to 44 years,Females,0.0
2018/2019,Northwest Territories,data.Total offences,35 to 44 years,Females,0.0
2014/2015,Northwest Territories,data.Total offences,35 to 44 years,data.Sex unknown,50.0
2015/2016,Northwest Territories,data.Total offences,35 to 44 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total offences,35 to 44 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total offences,35 to 44 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total offences,35 to 44 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total offences,45 to 54 years,data.Total - sex of accused,64.0
2015/2016,Northwest Territories,data.Total offences,45 to 54 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total offences,45 to 54 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total offences,45 to 54 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total offences,45 to 54 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total offences,45 to 54 years,Males,72.0
2015/2016,Northwest Territories,data.Total offences,45 to 54 years,Males,0.0
2016/2017,Northwest Territories,data.Total offences,45 to 54 years,Males,0.0
2017/2018,Northwest Territories,data.Total offences,45 to 54 years,Males,0.0
2018/2019,Northwest Territories,data.Total offences,45 to 54 years,Males,0.0
2014/2015,Northwest Territories,data.Total offences,45 to 54 years,Females,64.0
2015/2016,Northwest Territories,data.Total offences,45 to 54 years,Females,0.0
2016/2017,Northwest Territories,data.Total offences,45 to 54 years,Females,0.0
2017/2018,Northwest Territories,data.Total offences,45 to 54 years,Females,0.0
2018/2019,Northwest Territories,data.Total offences,45 to 54 years,Females,0.0
2014/2015,Northwest Territories,data.Total offences,45 to 54 years,data.Sex unknown,43.0
2015/2016,Northwest Territories,data.Total offences,45 to 54 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total offences,45 to 54 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total offences,45 to 54 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total offences,45 to 54 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total offences,55 years and over,data.Total - sex of accused,62.0
2015/2016,Northwest Territories,data.Total offences,55 years and over,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total offences,55 years and over,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total offences,55 years and over,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total offences,55 years and over,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total offences,55 years and over,Males,128.0
2015/2016,Northwest Territories,data.Total offences,55 years and over,Males,0.0
2016/2017,Northwest Territories,data.Total offences,55 years and over,Males,0.0
2017/2018,Northwest Territories,data.Total offences,55 years and over,Males,0.0
2018/2019,Northwest Territories,data.Total offences,55 years and over,Males,0.0
2014/2015,Northwest Territories,data.Total offences,55 years and over,Females,1.0
2015/2016,Northwest Territories,data.Total offences,55 years and over,Females,0.0
2016/2017,Northwest Territories,data.Total offences,55 years and over,Females,0.0
2017/2018,Northwest Territories,data.Total offences,55 years and over,Females,0.0
2018/2019,Northwest Territories,data.Total offences,55 years and over,Females,0.0
2014/2015,Northwest Territories,data.Total offences,55 years and over,data.Sex unknown,2.0
2015/2016,Northwest Territories,data.Total offences,55 years and over,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total offences,55 years and over,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total offences,55 years and over,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total offences,55 years and over,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Total - sex of accused,71.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Total - sex of accused,79.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Total - sex of accused,99.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Total - sex of accused,92.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Total - sex of accused,106.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Males,80.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Males,85.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Males,99.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Males,92.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Males,113.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Females,58.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Females,51.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Females,99.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Females,86.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,Females,93.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Company,0.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Company,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Company,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Company,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Company,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Sex unknown,57.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Sex unknown,78.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Sex unknown,98.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Sex unknown,96.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.Total - age of accused,data.Sex unknown,100.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Total - sex of accused,50.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Males,51.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Males,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Males,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Males,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Males,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Females,43.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Females,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Females,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Females,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,Females,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Sex unknown,49.0
2015/2016,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,data.18 to 24 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Total - sex of accused,70.0
2015/2016,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,25 to 34 years,Males,71.0
2015/2016,Northwest Territories,data.Total Criminal Code,25 to 34 years,Males,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,25 to 34 years,Males,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,25 to 34 years,Males,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,25 to 34 years,Males,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,25 to 34 years,Females,85.0
2015/2016,Northwest Territories,data.Total Criminal Code,25 to 34 years,Females,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,25 to 34 years,Females,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,25 to 34 years,Females,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,25 to 34 years,Females,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Sex unknown,59.0
2015/2016,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,25 to 34 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Total - sex of accused,57.0
2015/2016,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,35 to 44 years,Males,58.0
2015/2016,Northwest Territories,data.Total Criminal Code,35 to 44 years,Males,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,35 to 44 years,Males,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,35 to 44 years,Males,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,35 to 44 years,Males,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,35 to 44 years,Females,22.0
2015/2016,Northwest Territories,data.Total Criminal Code,35 to 44 years,Females,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,35 to 44 years,Females,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,35 to 44 years,Females,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,35 to 44 years,Females,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Sex unknown,50.0
2015/2016,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,35 to 44 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Total - sex of accused,64.0
2015/2016,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,45 to 54 years,Males,79.0
2015/2016,Northwest Territories,data.Total Criminal Code,45 to 54 years,Males,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,45 to 54 years,Males,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,45 to 54 years,Males,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,45 to 54 years,Males,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,45 to 54 years,Females,43.0
2015/2016,Northwest Territories,data.Total Criminal Code,45 to 54 years,Females,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,45 to 54 years,Females,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,45 to 54 years,Females,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,45 to 54 years,Females,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Sex unknown,51.0
2015/2016,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,45 to 54 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,55 years and over,data.Total - sex of accused,128.0
2015/2016,Northwest Territories,data.Total Criminal Code,55 years and over,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,55 years and over,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,55 years and over,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,55 years and over,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,55 years and over,Males,134.0
2015/2016,Northwest Territories,data.Total Criminal Code,55 years and over,Males,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,55 years and over,Males,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,55 years and over,Males,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,55 years and over,Males,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,55 years and over,Females,0.0
2015/2016,Northwest Territories,data.Total Criminal Code,55 years and over,Females,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,55 years and over,Females,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,55 years and over,Females,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,55 years and over,Females,0.0
2014/2015,Northwest Territories,data.Total Criminal Code,55 years and over,data.Sex unknown,2.0
2015/2016,Northwest Territories,data.Total Criminal Code,55 years and over,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Total Criminal Code,55 years and over,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Total Criminal Code,55 years and over,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Total Criminal Code,55 years and over,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Total - sex of accused,73.0
2015/2016,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Total - sex of accused,92.0
2016/2017,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Total - sex of accused,113.0
2017/2018,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Total - sex of accused,106.0
2018/2019,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Total - sex of accused,120.0
2014/2015,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Males,85.0
2015/2016,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Males,94.0
2016/2017,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Males,109.0
2017/2018,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Males,118.0
2018/2019,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Males,124.0
2014/2015,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Females,63.0
2015/2016,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Females,48.0
2016/2017,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Females,140.0
2017/2018,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Females,96.0
2018/2019,Northwest Territories,data.Crimes against the person,data.Total - age of accused,Females,92.0
2014/2015,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Company,0.0
2015/2016,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Company,0.0
2016/2017,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Company,0.0
2017/2018,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Company,0.0
2018/2019,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Company,0.0
2014/2015,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Sex unknown,72.0
2015/2016,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Sex unknown,103.0
2016/2017,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Sex unknown,114.0
2017/2018,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Sex unknown,101.0
2018/2019,Northwest Territories,data.Crimes against the person,data.Total - age of accused,data.Sex unknown,120.0
2014/2015,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Total - sex of accused,71.0
2015/2016,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Males,71.0
2015/2016,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Females,85.0
2015/2016,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against the person,data.18 to 24 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,64.0
2015/2016,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against the person,data.18 to 24 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Total - sex of accused,71.0
2015/2016,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against the person,25 to 34 years,Males,72.0
2015/2016,Northwest Territories,data.Crimes against the person,25 to 34 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against the person,25 to 34 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against the person,25 to 34 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against the person,25 to 34 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against the person,25 to 34 years,Females,63.0
2015/2016,Northwest Territories,data.Crimes against the person,25 to 34 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against the person,25 to 34 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against the person,25 to 34 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against the person,25 to 34 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Sex unknown,71.0
2015/2016,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against the person,25 to 34 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Total - sex of accused,161.0
2015/2016,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against the person,35 to 44 years,Males,180.0
2015/2016,Northwest Territories,data.Crimes against the person,35 to 44 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against the person,35 to 44 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against the person,35 to 44 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against the person,35 to 44 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against the person,35 to 44 years,Females,2.0
2015/2016,Northwest Territories,data.Crimes against the person,35 to 44 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against the person,35 to 44 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against the person,35 to 44 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against the person,35 to 44 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Sex unknown,190.0
2015/2016,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against the person,35 to 44 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Total - sex of accused,64.0
2015/2016,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against the person,45 to 54 years,Males,64.0
2015/2016,Northwest Territories,data.Crimes against the person,45 to 54 years,Males,0.0
2016/2017,Northwest Territories,data.Crimes against the person,45 to 54 years,Males,0.0
2017/2018,Northwest Territories,data.Crimes against the person,45 to 54 years,Males,0.0
2018/2019,Northwest Territories,data.Crimes against the person,45 to 54 years,Males,0.0
2014/2015,Northwest Territories,data.Crimes against the person,45 to 54 years,Females,51.0
2015/2016,Northwest Territories,data.Crimes against the person,45 to 54 years,Females,0.0
2016/2017,Northwest Territories,data.Crimes against the person,45 to 54 years,Females,0.0
2017/2018,Northwest Territories,data.Crimes against the person,45 to 54 years,Females,0.0
2018/2019,Northwest Territories,data.Crimes against the person,45 to 54 years,Females,0.0
2014/2015,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Sex unknown,73.0
2015/2016,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against the person,45 to 54 years,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against the person,55 years and over,data.Total - sex of accused,325.0
2015/2016,Northwest Territories,data.Crimes against the person,55 years and over,data.Total - sex of accused,0.0
2016/2017,Northwest Territories,data.Crimes against the person,55 years and over,data.Total - sex of accused,0.0
2017/2018,Northwest Territories,data.Crimes against the person,55 years and over,data.Total - sex of accused,0.0
2018/2019,Northwest Territories,data.Crimes against the person,55 years and over,data.Total - sex of accused,0.0
2014/2015,Northwest Territories,data.Crimes against the person,55 years and over,Males,325.0
2015/2016,Northwest Territories,data.Crimes against the person,55 years and over,Males,0.0
2016/2017,Northwest Territories,data.Crimes against the person,55 years and over,Males,0.0
2017/2018,Northwest Territories,data.Crimes against the person,55 years and over,Males,0.0
2018/2019,Northwest Territories,data.Crimes against the person,55 years and over,Males,0.0
2014/2015,Northwest Territories,data.Crimes against the person,55 years and over,Females,0.0
2015/2016,Northwest Territories,data.Crimes against the person,55 years and over,Females,0.0
2016/2017,Northwest Territories,data.Crimes against the person,55 years and over,Females,0.0
2017/2018,Northwest Territories,data.Crimes against the person,55 years and over,Females,0.0
2018/2019,Northwest Territories,data.Crimes against the person,55 years and over,Females,0.0
2014/2015,Northwest Territories,data.Crimes against the person,55 years and over,data.Sex unknown,0.0
2015/2016,Northwest Territories,data.Crimes against the person,55 years and over,data.Sex unknown,0.0
2016/2017,Northwest Territories,data.Crimes against the person,55 years and over,data.Sex unknown,0.0
2017/2018,Northwest Territories,data.Crimes against the person,55 years and over,data.Sex unknown,0.0
2018/2019,Northwest Territories,data.Crimes against the person,55 years and over,data.Sex unknown,0.0
2014/2015,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,90.0
2015/2016,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,85.0
2016/2017,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,107.0
2017/2018,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,128.0
2018/2019,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Total - sex of accused,115.0
2014/2015,Northwest Territories,data.Crimes against property,data.Total - age of accused,Males,79.0
2015/2016,Northwest Territories,data.Crimes against property,data.Total - age of accused,Males,85.0
2016/2017,Northwest Territories,data.Crimes against property,data.Total - age of accused,Males,120.0
2017/2018,Northwest Territories,data.Crimes against property,data.Total - age of accused,Males,114.0
2018/2019,Northwest Territories,data.Crimes against property,data.Total - age of accused,Males,119.0
2014/2015,Northwest Territories,data.Crimes against property,data.Total - age of accused,Females,164.0
2015/2016,Northwest Territories,data.Crimes against property,data.Total - age of accused,Females,87.0
2016/2017,Northwest Territories,data.Crimes against property,data.Total - age of accused,Females,91.0
2017/2018,Northwest Territories,data.Crimes against property,data.Total - age of accused,Females,162.0
2018/2019,Northwest Territories,data.Crimes against property,data.Total - age of accused,Females,96.0
2014/2015,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Company,0.0
2015/2016,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Company,0.0
2016/2017,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Company,0.0
2017/2018,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Company,0.0
2018/2019,Northwest Territories,data.Crimes against property,data.Total - age of accused,data.Company,0.0
